uf,cod_municipio_ibge,cod_municipio_tse,nome_municipio_ibge,nome_municipio_tse
SC,4210050,80900,Macieira,MACIEIRA
SC,4210100,81990,Mafra,MAFRA
SC,4210209,82015,Major Gercino,MAJOR GERCINO
SC,4210308,82031,Major Vieira,MAJOR VIEIRA
SC,4210407,83917,Maracajá,MARACAJÁ
SC,4210506,82058,Maravilha,MARAVILHA
SC,4210555,82066,Marema,MAREMA
SC,4210605,82074,Massaranduba,MASSARANDUBA
SC,4210704,82090,Matos Costa,MATOS COSTA
SC,4210803,82112,Meleiro,MELEIRO
SC,4210852,80365,Mirim Doce,MIRIM DOCE
SC,4210902,82139,Modelo,MODELO
SC,4211009,82155,Mondaí,MONDAÍ
SC,4211058,80004,Monte Carlo,MONTE CARLO
SC,4211108,82171,Monte Castelo,MONTE CASTELO
SC,4211207,82198,Morro da Fumaça,MORRO DA FUMAÇA
SC,4211256,81086,Morro Grande,MORRO GRANDE
SC,4211306,82210,Navegantes,NAVEGANTES
SC,4211405,82236,Nova Erechim,NOVA ERECHIM
SC,4211454,80322,Nova Itaberaba,NOVA ITABERABA
SC,4211504,82252,Nova Trento,NOVA TRENTO
SC,4211603,82279,Nova Veneza,NOVA VENEZA
SC,4211652,80764,Novo Horizonte,NOVO HORIZONTE
SC,4211702,82295,Orleans,ORLEANS
SC,4211751,83976,Otacílio Costa,OTACÍLIO COSTA
SC,4211801,82317,Ouro,OURO
SC,4211850,80845,Ouro Verde,OURO VERDE
SC,4211876,81442,Paial,PAIAL
SC,4211892,81264,Painel,PAINEL
SC,4211900,82333,Palhoça,PALHOÇA
SC,4212007,82350,Palma Sola,PALMA SOLA
SC,4212056,81566,Palmeira,PALMEIRA
SC,4212106,82376,Palmitos,PALMITOS
SC,4212205,82392,Papanduva,PAPANDUVA
SC,4212239,80705,Paraíso,PARAÍSO
SC,4212254,80403,Passo de Torres,PASSO DE TORRES
SC,4212270,80624,Passos Maia,PASSOS MAIA
SC,4212304,82414,Paulo Lopes,PAULO LOPES
SC,4212403,82430,Pedras Grandes,PEDRAS GRANDES
SC,4212502,82457,Penha,PENHA
SC,4212601,82473,Peritiba,PERITIBA
SC,4212650,83925,Pescaria Brava,PESCARIA BRAVA
SC,4212700,82490,Petrolândia,PETROLÂNDIA
SC,4212809,82511,Balneário Piçarras,BALNEÁRIO PIÇARRAS
SC,4212908,82538,Pinhalzinho,PINHALZINHO
SC,4213005,82554,Pinheiro Preto,PINHEIRO PRETO
SC,4213104,82570,Piratuba,PIRATUBA
SC,4213153,80543,Planalto Alegre,PLANALTO ALEGRE
SC,4213203,82597,Pomerode,POMERODE
SC,4213302,82619,Ponte Alta,PONTE ALTA
SC,4213351,80926,Ponte Alta do Norte,PONTE ALTA DO NORTE
SC,4213401,82635,Ponte Serrada,PONTE SERRADA
SC,4213500,82651,Porto Belo,PORTO BELO
SC,4213609,82678,Porto União,PORTO UNIÃO
SC,4213708,82694,Pouso Redondo,POUSO REDONDO
SC,4213807,82716,Praia Grande,PRAIA GRANDE
SC,4213906,82732,Presidente Castello Branco,PRESIDENTE CASTELO BRANCO
SC,4214003,82759,Presidente Getúlio,PRESIDENTE GETÚLIO
SC,4214102,82775,Presidente Nereu,PRESIDENTE NEREU
SC,4214151,81647,Princesa,PRINCESA
SC,4214201,82791,Quilombo,QUILOMBO
SC,4214300,82813,Rancho Queimado,RANCHO QUEIMADO
SC,4214409,82830,Rio das Antas,RIO DAS ANTAS
SC,4214508,82856,Rio do Campo,RIO DO CAMPO
SC,4214607,82872,Rio do Oeste,RIO DO OESTE
SC,4214706,82899,Rio dos Cedros,RIO DOS CEDROS
SC,4214805,82910,Rio do Sul,RIO DO SUL
SC,4214904,82937,Rio Fortuna,RIO FORTUNA
SC,4215000,82953,Rio Negrinho,RIO NEGRINHO
SC,4215059,80608,Rio Rufino,RIO RUFINO
SC,4215075,80560,Riqueza,RIQUEZA
SC,4215109,82970,Rodeio,RODEIO
SC,4215208,82996,Romelândia,ROMELÂNDIA
SC,4215307,83011,Salete,SALETE
SC,4215356,81523,Saltinho,SALTINHO
SC,4215406,83038,Salto Veloso,SALTO VELOSO
SC,4215455,81000,Sangão,SANGÃO
SC,4215505,83054,Santa Cecília,SANTA CECÍLIA
SC,4215554,80721,Santa Helena,SANTA HELENA
SC,4215604,83070,Santa Rosa de Lima,SANTA ROSA DE LIMA
SC,4215653,80241,Santa Rosa do Sul,SANTA ROSA DO SUL
SC,4215679,80349,Santa Terezinha,SANTA TEREZINHA
SC,4215687,81507,Santa Terezinha do Progresso,SANTA TEREZINHA DO PROGRESSO
SC,4215695,81205,Santiago do Sul,SANTIAGO DO SUL
SC,4215703,83097,Santo Amaro da Imperatriz,SANTO AMARO DA IMPERATRIZ
SC,4215752,81485,São Bernardino,SÃO BERNARDINO
SC,4215802,83119,São Bento do Sul,SÃO BENTO DO SUL
SC,4215901,83135,São Bonifácio,SÃO BONIFÁCIO
SC,4216008,83151,São Carlos,SÃO CARLOS
SC,4216057,80942,São Cristovão do Sul,SÃO CRISTÓVÃO DO SUL
SC,4216107,83178,São Domingos,SÃO DOMINGOS
SC,4216206,83194,São Francisco do Sul,SÃO FRANCISCO DO SUL
SC,4216255,80640,São João do Oeste,SÃO JOÃO DO OESTE
SC,4216305,83216,São João Batista,SÃO JOÃO BATISTA
SC,4216354,81124,São João do Itaperiú,SÃO JOÃO DO ITAPERIÚ
SC,4216404,83232,São João do Sul,SÃO JOÃO DO SUL
SC,4216503,83259,São Joaquim,SÃO JOAQUIM
SC,4216602,83275,São José,SÃO JOSÉ
SC,4216701,83291,São José do Cedro,SÃO JOSÉ DO CEDRO
SC,4216800,83313,São José do Cerrito,SÃO JOSÉ DO CERRITO
SC,4216909,83330,São Lourenço do Oeste,SÃO LOURENÇO DO OESTE
SC,4217006,83356,São Ludgero,SÃO LUDGERO
SC,4217105,83372,São Martinho,SÃO MARTINHO
SC,4217154,80780,São Miguel da Boa Vista,SÃO MIGUEL DA BOA VISTA
SC,4217204,83399,São Miguel do Oeste,SÃO MIGUEL DO OESTE
SC,4217253,81183,São Pedro de Alcântara,SÃO PEDRO DE ALCÂNTARA
SC,4217303,83410,Saudades,SAUDADES
SC,4217402,83437,Schroeder,SCHROEDER
SC,4217501,83453,Seara,SEARA
SC,4217550,80284,Serra Alta,SERRA ALTA
SC,4217600,83470,Siderópolis,SIDERÓPOLIS
SC,4217709,83496,Sombrio,SOMBRIO
SC,4217758,80446,Sul Brasil,SUL BRASIL
SC,4217808,83518,Taió,TAIÓ
SC,4217907,83534,Tangará,TANGARÁ
SC,4217956,81680,Tigrinhos,TIGRINHOS
SC,4218004,83550,Tijucas,TIJUCAS
SC,4218103,83933,Timbé do Sul,TIMBÉ DO SUL
SC,4218202,83577,Timbó,TIMBÓ
SC,4218251,80209,Timbó Grande,TIMBÓ GRANDE
SC,4218301,83593,Três Barras,TRÊS BARRAS
SC,4218350,81345,Treviso,TREVISO
SC,4218400,83615,Treze de Maio,TREZE DE MAIO
SC,4218509,83631,Treze Tílias,TREZE TÍLIAS
SC,4218608,83658,Trombudo Central,TROMBUDO CENTRAL
SC,4218707,83674,Tubarão,TUBARÃO
SC,4218756,83682,Tunápolis,TUNÁPOLIS
SC,4218806,83690,Turvo,TURVO
SC,4218855,80144,União do Oeste,UNIÃO DO OESTE
SC,4218905,83712,Urubici,URUBICI
SC,4218954,80160,Urupema,URUPEMA
SC,4219002,83739,Urussanga,URUSSANGA
SC,4219101,83755,Vargeão,VARGEÃO
SC,4219150,80462,Vargem,VARGEM
SC,4219176,80969,Vargem Bonita,VARGEM BONITA
SC,4219200,83771,Vidal Ramos,VIDAL RAMOS
SC,4219309,83798,Videira,VIDEIRA
SC,4219358,80128,Vitor Meireles,VITOR MEIRELES
SC,4219408,83810,Witmarsum,WITMARSUM
SC,4219507,83836,Xanxerê,XANXERÊ
SC,4219606,83852,Xavantina,XAVANTINA
SC,4219705,83879,Xaxim,XAXIM
SC,4219853,81825,Zortéa,ZORTÉA
SC,4220000,83909,Balneário Rincão,BALNEÁRIO RINCÃO
RS,4300034,88986,Aceguá,ACEGUÁ
RS,4300059,84948,Água Santa,ÁGUA SANTA
RS,4300109,85014,Agudo,AGUDO
RS,4300208,85030,Ajuricaba,AJURICABA
RS,4300307,85057,Alecrim,ALECRIM
RS,4300406,85073,Alegrete,ALEGRETE
RS,4300455,85545,Alegria,ALEGRIA
RS,4300471,89001,Almirante Tamandaré do Sul,ALMIRANTE TAMANDARÉ DO SUL
RS,4300505,85090,Alpestre,ALPESTRE
RS,4300554,84808,Alto Alegre,ALTO ALEGRE
RS,4300570,86282,Alto Feliz,ALTO FELIZ
RS,4300604,85111,Alvorada,ALVORADA
RS,4300638,86045,Amaral Ferrador,AMARAL FERRADOR
RS,4300646,86304,Ametista do Sul,AMETISTA DO SUL
RS,4300661,86100,André da Rocha,ANDRÉ DA ROCHA
RS,4300703,85138,Anta Gorda,ANTA GORDA
RS,4300802,85154,Antônio Prado,ANTÔNIO PRADO
RS,4300851,86320,Arambaré,ARAMBARÉ
RS,4300877,88862,Araricá,ARARICÁ
RS,4300901,85170,Aratiba,ARATIBA
RS,4301008,85197,Arroio do Meio,ARROIO DO MEIO
RS,4301057,85308,Arroio do Sal,ARROIO DO SAL
RS,4301073,89028,Arroio do Padre,ARROIO DO PADRE
RS,4301107,85219,Arroio dos Ratos,ARROIO DOS RATOS
RS,4301206,85235,Arroio do Tigre,ARROIO DO TIGRE
RS,4301305,85251,Arroio Grande,ARROIO GRANDE
RS,4301404,85278,Arvorezinha,ARVOREZINHA
RS,4301503,85294,Augusto Pestana,AUGUSTO PESTANA
RS,4301552,84735,Áurea,ÁUREA
RS,4301602,85316,Bagé,BAGÉ
RS,4301636,88927,Balneário Pinhal,BALNEÁRIO PINHAL
RS,4301651,86223,Barão,BARÃO
RS,4301701,85332,Barão de Cotegipe,BARÃO DE COTEGIPE
RS,4301750,86347,Barão do Triunfo,BARÃO DO TRIUNFO
RS,4301800,85359,Barracão,BARRACÃO
RS,4301859,86363,Barra do Guarita,BARRA DO GUARITA
RS,4301875,88625,Barra do Quaraí,BARRA DO QUARAÍ
RS,4301909,85375,Barra do Ribeiro,BARRA DO RIBEIRO
RS,4301925,86380,Barra do Rio Azul,BARRA DO RIO AZUL
RS,4301958,86401,Barra Funda,BARRA FUNDA
RS,4302006,85391,Barros Cassal,BARROS CASSAL
RS,4302055,88420,Benjamin Constant do Sul,BENJAMIN CONSTANT DO SUL
RS,4302105,85413,Bento Gonçalves,BENTO GONÇALVES
RS,4302154,86428,Boa Vista das Missões,BOA VISTA DAS MISSÕES
RS,4302204,85430,Boa Vista do Buricá,BOA VISTA DO BURICÁ
RS,4302220,89044,Boa Vista do Cadeado,BOA VISTA DO CADEADO
RS,4302238,89060,Boa Vista do Incra,BOA VISTA DO INCRA
RS,4302253,88161,Boa Vista do Sul,BOA VISTA DO SUL
RS,4302303,85456,Bom Jesus,BOM JESUS
RS,4302352,98230,Bom Princípio,BOM PRINCÍPIO
RS,4302378,86444,Bom Progresso,BOM PROGRESSO
RS,4302402,85472,Bom Retiro do Sul,BOM RETIRO DO SUL
RS,4302451,84921,Boqueirão do Leão,BOQUEIRÃO DO LEÃO
RS,4302501,85499,Bossoroca,BOSSOROCA
RS,4302584,89087,Bozano,BOZANO
RS,4302600,85510,Braga,BRAGA
RS,4302659,85065,Brochier,BROCHIER
RS,4302709,85537,Butiá,BUTIÁ
RS,4302808,85553,Caçapava do Sul,CAÇAPAVA DO SUL
RS,4302907,85570,Cacequi,CACEQUI
RS,4303004,85596,Cachoeira do Sul,CACHOEIRA DO SUL
RS,4303103,85618,Cachoeirinha,CACHOEIRINHA
RS,4303202,85634,Cacique Doble,CACIQUE DOBLE
RS,4303301,85650,Caibaté,CAIBATÉ
RS,4303400,85677,Caiçara,CAIÇARA
RS,4303509,85693,Camaquã,CAMAQUÃ
RS,4303558,85960,Camargo,CAMARGO
RS,4303608,85715,Cambará do Sul,CAMBARÁ DO SUL
RS,4303673,86460,Campestre da Serra,CAMPESTRE DA SERRA
RS,4303707,85731,Campina das Missões,CAMPINA DAS MISSÕES
RS,4303806,85758,Campinas do Sul,CAMPINAS DO SUL
RS,4303905,85774,Campo Bom,CAMPO BOM
RS,4304002,85790,Campo Novo,CAMPO NOVO
RS,4304101,85200,Campos Borges,CAMPOS BORGES
RS,4304200,85812,Candelária,CANDELÁRIA
RS,4304309,85839,Cândido Godói,CÂNDIDO GODÓI
RS,4304358,86487,Candiota,CANDIOTA
RS,4304408,85855,Canela,CANELA
RS,4304507,85871,Canguçu,CANGUÇU
RS,4304606,85898,Canoas,CANOAS
RS,4304614,89109,Canudos do Vale,CANUDOS DO VALE
RS,4304622,89125,Capão Bonito do Sul,CAPÃO BONITO DO SUL
RS,4304630,89150,Capão da Canoa,CAPÃO DA CANOA
RS,4304655,89141,Capão do Cipó,CAPÃO DO CIPÓ
RS,4304663,89737,Capão do Leão,CAPÃO DO LEÃO
RS,4304671,88200,Capivari do Sul,CAPIVARI DO SUL
RS,4304689,84891,Capela de Santana,CAPELA DE SANTANA
RS,4304697,86509,Capitão,CAPITÃO
RS,4304705,85910,Carazinho,CARAZINHO
RS,4304713,88340,Caraá,CARAÁ
RS,4304804,85936,Carlos Barbosa,CARLOS BARBOSA
RS,4304853,86525,Carlos Gomes,CARLOS GOMES
RS,4304903,85952,Casca,CASCA
RS,4304952,85880,Caseiros,CASEIROS
RS,4305009,85979,Catuípe,CATUÍPE
RS,4305108,85995,Caxias do Sul,CAXIAS DO SUL
RS,4305116,86541,Centenário,CENTENÁRIO
RS,4305124,88641,Cerrito,CERRITO
RS,4305132,86088,Cerro Branco,CERRO BRANCO
RS,4305157,85227,Cerro Grande,CERRO GRANDE
RS,4305173,85944,Cerro Grande do Sul,CERRO GRANDE DO SUL
RS,4305207,86010,Cerro Largo,CERRO LARGO
RS,4305306,86037,Chapada,CHAPADA
RS,4305355,86932,Charqueadas,CHARQUEADAS
RS,4305371,86568,Charrua,CHARRUA
RS,4305405,86053,Chiapetta,CHIAPETTA
RS,4305439,88846,Chuí,CHUÍ
RS,4305447,88269,Chuvisca,CHUVISCA
RS,4305454,85804,Cidreira,CIDREIRA
RS,4305504,86070,Ciríaco,CIRÍACO
RS,4305587,86584,Colinas,COLINAS
RS,4305603,86096,Colorado,COLORADO
RS,4305702,86118,Condor,CONDOR
RS,4305801,86134,Constantina,CONSTANTINA
RS,4305835,89168,Coqueiro Baixo,COQUEIRO BAIXO
RS,4305850,86606,Coqueiros do Sul,COQUEIROS DO SUL
RS,4305871,86622,Coronel Barros,CORONEL BARROS
RS,4305900,86150,Coronel Bicaco,CORONEL BICACO
RS,4305934,89184,Coronel Pilar,CORONEL PILAR
RS,4305959,89770,Cotiporã,COTIPORÃ
RS,4305975,86649,Coxilha,COXILHA
RS,4306007,86177,Crissiumal,CRISSIUMAL
RS,4306056,85464,Cristal,CRISTAL
RS,4306072,88528,Cristal do Sul,CRISTAL DO SUL
RS,4306106,86193,Cruz Alta,CRUZ ALTA
RS,4306130,89206,Cruzaltense,CRUZALTENSE
RS,4306205,86215,Cruzeiro do Sul,CRUZEIRO DO SUL
RS,4306304,86231,David Canabarro,DAVID CANABARRO
RS,4306320,86665,Derrubadas,DERRUBADAS
RS,4306353,85049,Dezesseis de Novembro,DEZESSEIS DE NOVEMBRO
RS,4306379,88188,Dilermando de Aguiar,DILERMANDO DE AGUIAR
RS,4306403,86258,Dois Irmãos,DOIS IRMÃOS
RS,4306429,86681,Dois Irmãos das Missões,DOIS IRMÃOS DAS MISSÕES
RS,4306452,84824,Dois Lajeados,DOIS LAJEADOS
RS,4306502,86274,Dom Feliciano,DOM FELICIANO
RS,4306551,88463,Dom Pedro de Alcântara,DOM PEDRO DE ALCÂNTARA
RS,4306601,86290,Dom Pedrito,DOM PEDRITO
RS,4306700,86312,Dona Francisca,DONA FRANCISCA
RS,4306734,84883,Doutor Maurício Cardoso,DOUTOR MAURÍCIO CARDOSO
RS,4306759,88307,Doutor Ricardo,DOUTOR RICARDO
RS,4306767,86240,Eldorado do Sul,ELDORADO DO SUL
RS,4306809,86339,Encantado,ENCANTADO
RS,4306908,86355,Encruzilhada do Sul,ENCRUZILHADA DO SUL
RS,4306924,86703,Engenho Velho,ENGENHO VELHO
RS,4306932,85103,Entre-Ijuís,ENTRE-IJUÍS
RS,4306957,85928,Entre Rios do Sul,ENTRE RIOS DO SUL
RS,4306973,85081,Erebango,EREBANGO
RS,4307005,86371,Erechim,ERECHIM
RS,4307054,85022,Ernestina,ERNESTINA
RS,4307104,86398,Herval,HERVAL
RS,4307203,86410,Erval Grande,ERVAL GRANDE
RS,4307302,86436,Erval Seco,ERVAL SECO
RS,4307401,86452,Esmeralda,ESMERALDA
RS,4307450,88285,Esperança do Sul,ESPERANÇA DO SUL
RS,4307500,86479,Espumoso,ESPUMOSO
RS,4307559,85286,Estação,ESTAÇÃO
RS,4307609,86495,Estância Velha,ESTÂNCIA VELHA
RS,4307708,86517,Esteio,ESTEIO
RS,4307807,86533,Estrela,ESTRELA
RS,4307815,88404,Estrela Velha,ESTRELA VELHA
RS,4307831,85448,Eugênio de Castro,EUGÊNIO DE CASTRO
RS,4307864,84930,Fagundes Varela,FAGUNDES VARELA
RS,4307906,86550,Farroupilha,FARROUPILHA
RS,4308003,86576,Faxinal do Soturno,FAXINAL DO SOTURNO
RS,4308052,86029,Faxinalzinho,FAXINALZINHO
RS,4308078,88366,Fazenda Vilanova,FAZENDA VILANOVA
RS,4308102,86592,Feliz,FELIZ
RS,4308201,86614,Flores da Cunha,FLORES DA CUNHA
RS,4308250,88242,Floriano Peixoto,FLORIANO PEIXOTO
RS,4308300,86630,Fontoura Xavier,FONTOURA XAVIER
RS,4308409,86657,Formigueiro,FORMIGUEIRO
RS,4308433,89222,Forquetinha,FORQUETINHA
RS,4308458,98272,Fortaleza dos Valos,FORTALEZA DOS VALOS
RS,4308508,86673,Frederico Westphalen,FREDERICO WESTPHALEN
RS,4308607,86690,Garibaldi,GARIBALDI
RS,4308656,86720,Garruchos,GARRUCHOS
RS,4308706,86711,Gaurama,GAURAMA
RS,4308805,86738,General Câmara,GENERAL CÂMARA
RS,4308854,86746,Gentil,GENTIL
RS,4308904,86770,Getúlio Vargas,GETÚLIO VARGAS
RS,4309001,86797,Giruá,GIRUÁ
RS,4309050,85502,Glorinha,GLORINHA
RS,4309100,86819,Gramado,GRAMADO
RS,4309126,86762,Gramado dos Loureiros,GRAMADO DOS LOUREIROS
RS,4309159,86789,Gramado Xavier,GRAMADO XAVIER
RS,4309209,86835,Gravataí,GRAVATAÍ
RS,4309258,84867,Guabiju,GUABIJU
RS,4309308,86851,Guaíba,GUAÍBA
RS,4309407,86878,Guaporé,GUAPORÉ
RS,4309506,86894,Guarani das Missões,GUARANI DAS MISSÕES
RS,4309555,85189,Harmonia,HARMONIA
RS,4309571,88323,Herveiras,HERVEIRAS
RS,4309605,86916,Horizontina,HORIZONTINA
RS,4309654,86800,Hulha Negra,HULHA NEGRA
RS,4309704,86959,Humaitá,HUMAITÁ
RS,4309753,84972,Ibarama,IBARAMA
RS,4309803,86975,Ibiaçá,IBIAÇÁ
RS,4309902,86991,Ibiraiaras,IBIRAIARAS
RS,4309951,84964,Ibirapuitã,IBIRAPUITÃ
RS,4310009,87017,Ibirubá,IBIRUBÁ
RS,4310108,87033,Igrejinha,IGREJINHA
RS,4310207,87050,Ijuí,IJUÍ
RS,4310306,87076,Ilópolis,ILÓPOLIS
RS,4310330,85685,Imbé,IMBÉ
RS,4310363,85782,Imigrante,IMIGRANTE
RS,4310405,87092,Independência,INDEPENDÊNCIA
RS,4310413,86827,Inhacorá,INHACORÁ
RS,4310439,84999,Ipê,IPÊ
RS,4310462,85243,Ipiranga do Sul,IPIRANGA DO SUL
RS,4310504,87114,Iraí,IRAÍ
RS,4310538,88382,Itaara,ITAARA
RS,4310553,85901,Itacurubi,ITACURUBI
RS,4310579,86843,Itapuca,ITAPUCA
RS,4310603,87130,Itaqui,ITAQUI
RS,4310652,89249,Itati,ITATI
RS,4310702,87157,Itatiba do Sul,ITATIBA DO SUL
RS,4310751,85626,Ivorá,IVORÁ
RS,4310801,87173,Ivoti,IVOTI
RS,4310850,84786,Jaboticaba,JABOTICABA
RS,4310876,89265,Jacuizinho,JACUIZINHO
RS,4310900,87190,Jacutinga,JACUTINGA
RS,4311007,87211,Jaguarão,JAGUARÃO
RS,4311106,87238,Jaguari,JAGUARI
RS,4311122,84905,Jaquirana,JAQUIRANA
RS,4311130,88587,Jari,JARI
RS,4311155,98299,Jóia,JÓIA
RS,4311205,87254,Júlio de Castilhos,JÚLIO DE CASTILHOS
RS,4311239,89281,Lagoa Bonita do Sul,LAGOA BONITA DO SUL
RS,4311254,85260,Lagoão,LAGOÃO
RS,4311270,86886,Lagoa dos Três Cantos,LAGOA DOS TRÊS CANTOS
RS,4311304,87270,Lagoa Vermelha,LAGOA VERMELHA
RS,4311403,87297,Lajeado,LAJEADO
RS,4311429,86860,Lajeado do Bugre,LAJEADO DO BUGRE
RS,4311502,87319,Lavras do Sul,LAVRAS DO SUL
RS,4311601,87335,Liberato Salzano,LIBERATO SALZANO
RS,4311627,86908,Lindolfo Collor,LINDOLFO COLLOR
RS,4311643,86924,Linha Nova,LINHA NOVA
RS,4311700,87351,Machadinho,MACHADINHO
RS,4311718,88447,Maçambará,MAÇAMBARÁ
RS,4311734,88943,Mampituba,MAMPITUBA
RS,4311759,86940,Manoel Viana,MANOEL VIANA
RS,4311775,86967,Maquiné,MAQUINÉ
RS,4311791,86983,Maratá,MARATÁ
RS,4311809,87378,Marau,MARAU
RS,4311908,87394,Marcelino Ramos,MARCELINO RAMOS
RS,4311981,87009,Mariana Pimentel,MARIANA PIMENTEL
RS,4312005,87416,Mariano Moro,MARIANO MORO
RS,4312054,88820,Marques de Souza,MARQUES DE SOUZA
RS,4312104,87432,Mata,MATA
RS,4312138,87025,Mato Castelhano,MATO CASTELHANO
RS,4312153,87041,Mato Leitão,MATO LEITÃO
RS,4312179,89303,Mato Queimado,MATO QUEIMADO
RS,4312203,87459,Maximiliano de Almeida,MAXIMILIANO DE ALMEIDA
RS,4312252,87068,Minas do Leão,MINAS DO LEÃO
RS,4312302,87475,Miraguaí,MIRAGUAÍ
RS,4312351,85820,Montauri,MONTAURI
RS,4312377,88803,Monte Alegre dos Campos,MONTE ALEGRE DOS CAMPOS
RS,4312385,87084,Monte Belo do Sul,MONTE BELO DO SUL
RS,4312401,87491,Montenegro,MONTENEGRO
RS,4312427,87106,Mormaço,MORMAÇO
RS,4312443,87122,Morrinhos do Sul,MORRINHOS DO SUL
RS,4312450,86185,Morro Redondo,MORRO REDONDO
RS,4312476,87149,Morro Reuter,MORRO REUTER
RS,4312500,87513,Mostardas,MOSTARDAS
RS,4312609,87530,Muçum,MUÇUM
RS,4312617,88544,Muitos Capões,MUITOS CAPÕES
RS,4312625,87165,Muliterno,MULITERNO
RS,4312658,87556,Não-Me-Toque,NÃO-ME-TOQUE
RS,4312674,87181,Nicolau Vergueiro,NICOLAU VERGUEIRO
RS,4312708,87572,Nonoai,NONOAI
RS,4312757,86169,Nova Alvorada,NOVA ALVORADA
RS,4312807,87599,Nova Araçá,NOVA ARAÇÁ
RS,4312906,87610,Nova Bassano,NOVA BASSANO
RS,4312955,87203,Nova Boa Vista,NOVA BOA VISTA
RS,4313003,87637,Nova Bréscia,NOVA BRÉSCIA
RS,4313011,88226,Nova Candelária,NOVA CANDELÁRIA
RS,4313037,85120,Nova Esperança do Sul,NOVA ESPERANÇA DO SUL
RS,4313060,84816,Nova Hartz,NOVA HARTZ
RS,4313086,87220,Nova Pádua,NOVA PÁDUA
RS,4313102,87653,Nova Palma,NOVA PALMA
RS,4313201,87670,Nova Petrópolis,NOVA PETRÓPOLIS
RS,4313300,87696,Nova Prata,NOVA PRATA
RS,4313334,88560,Nova Ramada,NOVA RAMADA
RS,4313359,84751,Nova Roma do Sul,NOVA ROMA DO SUL
RS,4313375,87246,Nova Santa Rita,NOVA SANTA RITA
RS,4313391,88684,Novo Cabrais,NOVO CABRAIS
RS,4313409,87718,Novo Hamburgo,NOVO HAMBURGO
RS,4313425,87289,Novo Machado,NOVO MACHADO
RS,4313441,87300,Novo Tiradentes,NOVO TIRADENTES
RS,4313466,89320,Novo Xingu,NOVO XINGU
RS,4313490,87262,Novo Barreiro,NOVO BARREIRO
RS,4313508,87734,Osório,OSÓRIO
RS,4313607,87750,Paim Filho,PAIM FILHO
RS,4313656,89672,Palmares do Sul,PALMARES DO SUL
RS,4313706,87777,Palmeira das Missões,PALMEIRA DAS MISSÕES
RS,4313805,87793,Palmitinho,PALMITINHO
RS,4313904,87815,Panambi,PANAMBI
RS,4313953,84980,Pantano Grande,PANTANO GRANDE
RS,4314001,87831,Paraí,PARAÍ
RS,4314027,85987,Paraíso do Sul,PARAÍSO DO SUL
RS,4314035,87327,Pareci Novo,PARECI NOVO
RS,4314050,98256,Parobé,PAROBÉ
RS,4314068,88889,Passa Sete,PASSA SETE
RS,4314076,87343,Passo do Sobrado,PASSO DO SOBRADO
RS,4314100,87858,Passo Fundo,PASSO FUNDO
RS,4314134,89346,Paulo Bento,PAULO BENTO
RS,4314159,85146,Paverama,PAVERAMA
RS,4314175,89567,Pedras Altas,PEDRAS ALTAS
RS,4314209,87874,Pedro Osório,PEDRO OSÓRIO
RS,4314308,87890,Pejuçara,PEJUÇARA
RS,4314407,87912,Pelotas,PELOTAS
RS,4314423,87360,Picada Café,PICADA CAFÉ
RS,4314456,85340,Pinhal,PINHAL
RS,4314464,89362,Pinhal da Serra,PINHAL DA SERRA
RS,4314472,87386,Pinhal Grande,PINHAL GRANDE
RS,4314498,87408,Pinheirinho do Vale,PINHEIRINHO DO VALE
RS,4314506,87939,Pinheiro Machado,PINHEIRO MACHADO
RS,4314548,89540,Pinto Bandeira,PINTO BANDEIRA
RS,4314555,84778,Pirapó,PIRAPÓ
RS,4314605,87955,Piratini,PIRATINI
RS,4314704,87971,Planalto,PLANALTO
RS,4314753,86126,Poço das Antas,POÇO DAS ANTAS
RS,4314779,87424,Pontão,PONTÃO
RS,4314787,87440,Ponte Preta,PONTE PRETA
RS,4314803,87998,Portão,PORTÃO
RS,4314902,88013,Porto Alegre,PORTO ALEGRE
RS,4315008,88030,Porto Lucena,PORTO LUCENA
RS,4315057,87467,Porto Mauá,PORTO MAUÁ
RS,4315073,87483,Porto Vera Cruz,PORTO VERA CRUZ
RS,4315107,88056,Porto Xavier,PORTO XAVIER
RS,4315131,85421,Pouso Novo,POUSO NOVO
RS,4315149,87505,Presidente Lucena,PRESIDENTE LUCENA
RS,4315156,84760,Progresso,PROGRESSO
RS,4315172,85405,Protásio Alves,PROTÁSIO ALVES
RS,4315206,88072,Putinga,PUTINGA
RS,4315305,88099,Quaraí,QUARAÍ
RS,4315313,89389,Quatro Irmãos,QUATRO IRMÃOS
RS,4315321,87521,Quevedos,QUEVEDOS
RS,4315354,84875,Quinze de Novembro,QUINZE DE NOVEMBRO
RS,4315404,88110,Redentora,REDENTORA
RS,4315453,85766,Relvado,RELVADO
RS,4315503,88137,Restinga Sêca,RESTINGA SÊCA
RS,4315552,87548,Rio dos Índios,RIO DOS ÍNDIOS
RS,4315602,88153,Rio Grande,RIO GRANDE
RS,4315701,88170,Rio Pardo,RIO PARDO
RS,4315750,85740,Riozinho,RIOZINHO
RS,4315800,88196,Roca Sales,ROCA SALES
RS,4315909,88218,Rodeio Bonito,RODEIO BONITO
RS,4315958,89400,Rolador,ROLADOR
RS,4316006,88234,Rolante,ROLANTE
RS,4316105,88250,Ronda Alta,RONDA ALTA
RS,4316204,88277,Rondinha,RONDINHA
